complaint_id,product,narrative
12706837,Debt collection,My social security number as well as Drivers License has been leaked on the dark web and my identity has been stolen. This account was open fraudulently. I contacted the company and explained that to them. I was informed to email the FTC report which I did. I was told the company would contact me within 48 hrs. Ive yet to hear back from them.
10270019,Debt collection,"XXXX PORTFOLIO XXXX Original creditor XXXX XXXX Balance {$1400.00} Balance updated XX/XX/year> PORTFOLIO RECOV ASSOC Original creditor XXXX XXXX XXXX XXXX. 
Balance {$1900.00} Balance updated XX/XX/year> PORTFOLIO RECOV ASSOC Original creditor XXXX XXXX XXXX Balance {$580.00} Balance updated XX/XX/year> these three collections are on my credit report due the fact that the agency has fraudulently made up and agreement to pay the debt which I did not. I have not made an agreement nor will I ever work with the collection agencies. I would work with the original creditor directly. the original creditors have already removed the debts from my records it's been over 7 years. The collection agencies threatens to keep putting negative reports on my credit report. All dates have been done this month."
9070043,Debt collection,I am unaware of this debt I did not have the opportunity to dispute this debt I did not receive proper notification if in fact you believe i received proper notification please send me the certified mail with the receipt with my signature on it stating that I received it.
9721616,Debt collection,"I recognize the significance of eliminating any erroneous entries from my credit report, as required by FCRA 605B. Would you mind examining the documents? I've identified several accounts that appear to be inaccurate, and this is troubling to me."
9373848,Debt collection,"Delete this account because you can not furnish any documentation that would verify ownership. Please provide documentation that the following account belongs on my credit report and that my rights have not been violated. In compliance to 15 U.S. Code 1692e ( 6 ) Debt collectors are legally obligated to adhere to 15 U.S. Code 1692e ( 6 ), which forbids them from providing false information or insinuating inaccuracies about the nature, amount, or legal standing of a debt. It is against the law to make deceptive statements or misrepresentations concerning the debt being pursued for collection."
8445597,Debt collection,"I am deeply concerned by your continued disregard for my requests to rectify inaccuracies in my credit profile, which violates the Fair Credit Reporting Act ( FCRA ). Despite my repeated efforts, including this final request, you have failed to take action. Under the FCRA, you are obligated to investigate and correct inaccurate information promptly. Your persistent non-compliance leaves me no choice but to pursue legal action if this matter is not resolved immediately. 
XXXX XXXX XXXX  Date Opened : XX/XX/2018 Balance : {$0.00}"
9231041,Debt collection,I have called many times to try and figure out why I am being charged for something I had already paid for
10749915,Debt collection,"My former partner convinced my to assist him in purchasing a steel shed, loan was going to be on his property for his use, he said he would make the payments. I was hit with a huge credit score drop as a result of unpaid loan. This affected my credit once under XXXX. I have worked very hard to improve my credit score and it turns out this loan was sold to a collect agency, Steel River, that has not mailed me anything in regards to this loan and I find out today that they have affected my score again. I am in the process of rebuilding my life as a single mother. What can I do? If no payment or agreement for payment has been made, why is this still allowed to haunt me years later?! Please help!"
8612072,Debt collection,"I have been a victim of identity theft for 0ver XXXX  years. This time I have had a "" take over '' scenario where an XXXX XXXX has used my identity to not only rent a homes, buy and register cars, open bank accounts, open several credit cards, utilities, cellphones, etc. Not only did this guy ( XXXX XXXX XXXX trying to buy a handgun in my name  ) pay bills for years and one time, but at some point ( maybe due to the XXXX  ) he stopped paying the bills and they went to collections. I was contacted by an agent from XXXX XXXX regarding it. 

I have provided not only all XXXX credit bureaus and the banks, merchants, and anyone else I am aware of to contact to provide them the copies of my identity theft report and proof that these accounts were not mine nor opened by me. However, Synchrony Bank hold multiple accounts that were opened in my name, I believe XXXX accounts. They allegedly conducted their own investigation using information that was provided to them from the imposter in the first place. How can you conduct a fair and impartial investigation using your own investigators ( not neutral ) and using fraudulent information? Of course they think it was me, they were fooled in the first place to opening the account.

Even though I provided them ALL REQUIRED documentation under both federal and state laws that were designed to protect consumer and victims of identity theft, they have completely disregarded these laws and refuse to absolve me of this debt and are continuing to report these accounts on my credit reports and attempt to collect these debts, knowingly and willfully after being made aware they are fraudulent. That is a huge no-no."
8451017,Debt collection,"I have unsubscribed from emails, I sent in a do not call letter. They called me on XX/XX/year> after I sent them an email on XX/XX/year>. I sent in the letter and they have continued to send me emails after I have unsubscribed multiple times."
10405716,Debt collection,"Triton was hired to recover a XXXX debt default we had. We have a lawyer looking into it filing charges against them and the XXXX lender. Their agents and process servers take photos of children both mine and my friends without consent. Take photos of cars parked in front of a house that does not belong to be or I reside in. Their collections agent calls and messages random numbers providing personal information in group chats with people I do not know compromising my safety and that of my children. They have seized my bank account even though there is a huge lawsuit pending against them for their nasty behavior. Collector has screamed at me, threatened me by taking everything I have, has told me once they are done with me I will have nothing to provide for my children. XXXX has been a vulgar individual even though I have tried working with her multiple times to resolve the issue but she refuses to work with the situation going on."
11832155,Debt collection,"I filed court papers with the court disputing any legal actions or amounts due because property broke lease agreement, refused rental payment from myself, so I moved from property on agreed date to avoid lockout, property damage, or any other legal actions from apartment owners. Company never responded to court papers filed about breaking the lease agreement. Harassment, as well as other illegal activities taking place. They threatened to report to credit agencies without proper legal process first. This has been ongoing now since I have moved from the property affecting my credit and ability to obtain new housing. This is predatory, illegal, and basically a retaliation tactic they have done before. My credit has been dropped from almost XXXX to XXXX XXXX point knock on my credit for illegal actions of this company. I have court papers showing I filed and summoned them to appear in court. Which they did not respond to. My credit should not be affected or in question because of this company 's actions of breaking a lease agreement, because they refused rent payments."
8186120,Debt collection,"I received notifications from XXXX, XXXX, and XXXX stating that I've been sent to collections/and or have negative items damaging my credit score from all 3 credit bureaus. Identify theft was reported to Internal Revenue Service, Federal Trade Commission. I was told to have a police report with all negative finding involved with identity theft to continue process. Account name : NAVY FEDERAL CR UNION Account number XXXX. Account name : XXXX XXXX  Account numberXXXX, I will like to get these collections off all 2 negative items on XXXX, XXXX, and XXXX off my credit report due to it being identity theft."
12796675,Debt collection,"XXXX XXXX XXXX XXXX representing JP Morgan Chase contacted me by mail attempting to collect the associated alleged debt. 

I Responded by informing XXXX XXXX XXXX XXXX that : # XXXX. Any claims not made under Penalty of Perjury would not be considered. 

# 2. My Name is protected under Common Law Copyright. 

# 3. Further collection attempts would trigger a self-executing security agreement between XXXX XXXX XXXX XXXX and myself whereas XXXX XXXX XXXX XXXX becomes Debtor and I become the Secured Party with complete Power of Attorney. 

I also invoiced XXXX XXXX XXXX XXXX {$25000.00} for negligent misuse of my Copyright upon their second attempt by US Mail to collect the alleged debt. 

On XX/XX/year> XXXX XXXX XXXX XXXX caused me to be served at my home with a lawsuit Case Number XXXX for the alleged debt when they had already dishonored my original presentment. 

I demand XXXX XXXX XXXX XXXX cease and desist all collection activities immediately and pay costs and damages for their unlawful collection activities."
8271757,Debt collection,"XXXX XXXX XXXX XXXX send a bill to debt collector "" National Business Factors , Inc '' to intended to collect a bill with incorrect billing coding due to the billing company 's fault. I already attempted to communicate with the billing company several times to request them update the billing in accordance to my medical insurance company 's requirement, but they refuse to correct the error even if it does not change the amount they can receive. 

I should have owned XXXX since my insurance will cover the full amount if they submit the bill in accordance to the insurance company 's claim billing code requirement."
10691870,Debt collection,"I am writing to follow up on a complaint I originally submitted to your office on XX/XX/XXXX, under complaint # XXXX. The response from the creditor in question was both inaccurate and misleading. 

I raised concerns that the creditor has incorrectly reported six accounts. These accounts were all opened over ten years ago, but they are now being reported as having been opened between XXXX and XXXX, coinciding with the date the creditor purchased them. This reporting is misleading and significantly affects my credit profile. 

In response to my complaint, the creditor stated, We have no record of a request or a dispute being received in relation to our initial notification letters. This is patently false, as I have included email communication confirming my previous disputes. 

Additionally, I have made multiple follow-up calls to the creditor, and each time they claim the accounts are still under investigation due to the dispute. This process has been ongoing for several months, with no substantive progress. 

I respectfully request that your office intervene to ensure that this creditor reports these accounts accurately and transparently. This issue has dragged on far too long, and the false reporting is materially impacting my credit profile. 

Thank you for your attention to this matter. Please see the attached correspondence for further evidence."
8211335,Debt collection,"In mid XXXX or there about ; I received notice of a Collection on my credit report. The report stated it was from a debt owed to a XXXX 's XXXX company in the amount of {$110.00}. It also stated the debt was obtained in XXXX of XXXX! First I do remember beginning a purchase online but the purchase was cancelled immediately after I initiated it ( after reading reviews on the Company/Products ). I never received anything from XXXX XXXX ( which I believe was a kitchen dining set-not sure as I had just returned to my home after being away for nearly 8 years and I was remodeling and redoing everything ). At any rate I did not think anything of it ; until over a couple of years later I find this derogatory collection on my Credit Report ( XXXX ) : XXXX and XXXX. After several attempts to get clarity from XXXX XXXX I was instructed to reach out to XXXX XXXX ( the Collection Agency on behalf of XXXX XXXX ). I called numerous times asking for information regarding this {$110.00} debt I owe. I have only received non-sensical statements, with no content but available "" payment offers ''. Nothing that shows I purchased anything or how this "" debt '' was obtained. I want XXXX XXXX to remove this fraudulent debt from my Credit immediatedly. It is not a debt I am responsible for."
12549397,Debt collection,"I am writing in response to your recent communication regarding an alleged debt you claim I owe. Pursuant to the Fair Debt Collection Practices Act ( FDCPA ), 15 U.S.C. 1692g, I formally dispute this debt and request full validation of your claim. Under federal law, you are required to cease all collection activities until you provide adequate verification of the alleged debt.

Request for Verification : Under 15 U.S.C. 1692g ( b ), you must provide : 1.Proof of your legal standing to collect this debt, including a valid assignment or chain of title demonstrating ownership of the debt from the original creditor to your agency.

2.A full itemization of the alleged debt, including principal, interest, fees, and all charges. 
3.Copies of any contracts or agreements bearing my signature that establish my liability for this alleged debt.

4.Proof that the original creditor did not receive any insurance payment, government relief, or tax write-off that nullifies the debt under case precedents such as XXXXXXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX ( XXXX XXXX XXXXXXXX ). 

Potential Fraud Concerns : I also challenge the legitimacy of this debt on the grounds that the original creditor may have already received compensation for any alleged loss. If the creditor was insured against default or received compensation through other means ( such as an insurance policy, a tax write-off or government bailout ), then the alleged obligation may have been extinguished. Courts have held that a party can not seek double recovery for the same loss, as seen in FDIC v. XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXXXXXX ). 
Additionally, if the debt has been securitized and sold as part of an asset-backed security, the original creditor may no longer have a valid claim, as illustrated in XXXXXXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX ), which supports the principle that the note and security instrument can not be separated. 

Creditor Accepted payment. Account already discharged : The alleged debt was already paid and discharged by the alleged creditor. Please cease all collection activity.

Cease and Desist Notice : Under 15 U.S.C. 1692c ( c ), I demand that you immediately cease all collection efforts until you fully validate the debt. Failure to provide verification within 30 days will constitute a violation of the Fair Credit Reporting Act ( FCRA ), 15 U.S.C. 1681s-2, and I reserve my right to file complaints with the Consumer Financial Protection Bureau ( CFPB ), the Federal Trade Commission ( FTC ), and my State Attorney Generals Office.

FIDELITY CREDITOR SERVICES XXXX"
11694817,Debt collection,"All 3 credit bureau are not helping me I want to dispute my credit XXXX. 
Im asking for the method of verification on my report but none of them help. I ask them to provide the purchase agreement and they dont do anything. The credit reports agency 's wont do anything even when the credit report says account OPEN!"
8655203,Debt collection,"Credit Collect Services , Inc. on my credit report. I am formally requesting debt validation under 12 1006.34 ( b ) ( 5 ). Despite this request, Credit Collect Services , Inc. Proceeded to place this collection on my credit report without providing me with the opportunity to dispute the account as stipulated by 12 CFR 1006.34 ( c ) ( 4 ) ( 1 ). 
Furthermore, I am requesting the purchase agreement between the original creditor and Credit Collect Services , Inc the original creditor to verify the legitimacy of their claim. It is essential for me to review this agreement to understand the basis upon which Credit Collection Services is attention Credit Collect Services, is attempting to collect a debt.

In addition to the purchase agreement, I am also requesting proof that Credit Collection Services is licensed and bonded. It is crucial to ensure that they are operating within the bounds of the law and possess the necessary credentials to engage in debt collection activities.

Moreover, I assert that Credit Collect Services , Inc. is violation of my consumer rights by utilizing false and misleading information in their collection efforts. The collection agency lacks authority to furnish any account to a consumer reporting agency without providing the necessary disclosures mandated by law. This action is in direct violation of 12 CFR 1006.34 ( d ) and 15 USC 1681-S-2 ( 7 ) ( A ).

I urge the Consumer Financial Protection Bureau to investigate this matter promptly and take appropriate action to ensure that Credit Collect Services , Inc. lies with all relevant regulations and statutes governing debt collection practices. Additionally, I request that the collection account be removed from my credit report until such time as it has been properly validated."
8663368,Debt or credit management,"On XX/XX/XXXX I paid the company Consumer Credit Counseling Foundation ( CCCF ) a one-time payment of XXXX XXXX dollars to start service. They set up a monthly payment of XXXX, but after doing some research I believe they are a fraudulent company, so I called to cancel services on XX/XX/XXXX. I have been calling for a week and they are giving me the runaround by telling me the person in charge of canceling the services is not available and they will call me back, but they don't call back nor let me speak with a XXXX. They gave me 60 days to cancel but they won't cancel the account. They continue to charge me for the service and are adding additional fees. In addition, the company sent me information about my account but it does not match my creditors information. I am concerned about this company using my financial information for fraudulent activities and identity theft.

The company is called Consumer Credit Counseling Foundation ( CCCF ). Their phone number is XXXX and email is XXXX and their website is XXXX XXXX XXXX"
12522061,Debt or credit management,"Years ago I established a credit account with kohls department store. I havent used it for years. Recently I purchased a suit. The clerk asked me if I wanted to put the charge on my kohls account, I said yes. Because I dont have my card she had me put my social security number in the system to pull up my account. I purchased the suit. A week later I get notification that my new XXXX card will be coming in the mail. I was surprised. There was no indication that a new card was being generated. They even put the cost of the suit on this new XXXX card. The card hadnt even been activated. I spoke with the store manager and she was surprised that no application was filled in Or submitted. So I called kohls XXXX  hotline. After explaining the afore information, the person on the phone said I could just cancel the card. I assured him that I will as soon as I pay for the suit and talk with XXXX  fraud department. The rep said, kohls took all the old account holders and at some point sent or transferred our account information to XXXX without our consent. The rep said he has had a lot of calls from kohls card members complaining about the same thing. In addition to this fraudulent maneuver my credit score dropped from XXXX to XXXX. I cant imagine this is permitted by law."
10665366,Debt or credit management,XX/XX/year> {$100.00} company closed the account for none usage
9745357,Debt or credit management,"XXXX XXXX XXXX XXXX XXXX PA XXXX XXXX File Number XXXX XXXX XXXX XXXX XXXX XXXX GA XXXX XXXX XXXX in Compliance XXXX XXXX XXXX XXXX XXXXXXXX XXXX XXXX XXXX XXXX OH XXXX Account XXXX Reported 30 days late. 
XXXX I was a victim of identity theft in XX/XX/XXXX. My chequeing account number was being used for unauthorized ACH transactions. My funds were frozen in XXXX and XXXX. Key Bank was notified but they didn't care.

The credit bureaus listed REFUSED to contact Key Bank and complete a valid investigation of the series of events. 
The Credit Bureaus have REFUSED to add my own XXXX word statement on my credit report. 
XXXX froze my credit report XX/XX/XXXX WITHOUT MY CONSENT OR REQUEST. 

COMPLAINT : XXXX  NONCOMPLIANCE OF THE FAIR CREDIT REPORTING ACT. 

Bank with breached account : XXXX XXXX Savings Bank XXXX XXXX XXXX XXXX XXXX XXXX XXXX MA XXXX XXXX  : XXXX ( breached account, present account has new number )"
9607601,Debt or credit management,"I had requested a Modification of my Mortgages with same lender at the time there was a 1st and 2nd Mortgage with Select Portfolio Services. Modification was approve and processed and new mortgage payment was set. I thought everything was taken care of and all this years I have been making my payments and needed to do some home improvements and seek to Re-Finance during the process I learned that there was a outstanding balance on the Title search and it was the second mortgage it had been charged off and closed, I requested the documents for the account, SPS kept sending me information about my existing Mortgage even after requesting information on the 2nd Mortgage account number which reference my current mortgage, it took me 3 weeks to finally get the document, it was not the account documents it was a Payoff balance documents. I spoke a SPS Recovery Department Supervisor who told me that the second mortgage was not part of the modification, she could not explain why wasn't it part of the modification since it was SPS 1st and 2nd Mortgage they would be able to explain why not. I never received any notification of an outstanding balance or payment. They stated they sent notice as I stated to them if that was the case, I would have made contact with SPS asking why it was not part of the Modification? I was informed that this sounds like a Zombie Mortgage Practice which have been deemed illegal. My 2nd Mortgage balance at time of Modification was {$50000.00} the balance to payoff now is {$69000.00} a difference of {$18000.00} which includes interest and fees, I asked if the account is charged off and closed why was interested accumulated. The response was if I wanted the document it would be the payoff for the whole balance and that is all they sent me no other document about the account and stated that there isn't any other documents available for my review."
8691823,Debt or credit management,"Debt Busters debt consolidation. Asked for my social, asked me questions to verify my identity. They also requested for a routing and checking account #. I gave them all this information. They would not be upfront on how it would affect credit score and what their monthly fee was until I hmgave them this information."
9003888,Debt or credit management,In 2021 I had 3 negatives as of today I have dealt with 17 plus negatives I on a weekly woukd call in explaining the negatives were again placed back on my credit that was taken off just gave the run a rounds of promises to repair my credit score had went down XXXX plus points since dealing with Lexington Law and foreign collections were placed on my account I did everything to help them understand to fix they always acted like they were gon na help but just telling me more money woukd help better results I refused to upgrade my monthly fee I was never given information of the whys or anyone to help me upon suggestions so I did a review with XXXX and on today I called in to push my help to help my repair from XXXX only to be told because if my review my case was canceled I have the screenshots if that conversation I was told I could only chat to someone not speak over the phone so I do to find out because of my review with XXXX Lexington canceled me as a customer I want all monies back
11190243,Debt or credit management,I am getting a letter saying I have an account or a debt but I have no debt or made a purchase with this company.
10545059,Debt or credit management,I don't believe that the debt reported on my credit report is valid.
10872771,Debt or credit management,Relentless calls 10 in a row at times this is harassment
9129063,Debt or credit management,I spoke with transunion rep and she instructed me to file a complaint through the ftc.
10804829,Debt or credit management,"I began utilizing ASAP Credit Repair 's services on XX/XX/year>. On XX/XX/year>, I received an email indicating that my disputes had been submitted to the three major credit bureaus, along with a list of the creditors that were being disputed. Unfortunately, after this communication, I did not hear from the company for two weeks. My attempts to contact my account manager didn't seem to work. 

On XX/XX/year>, I expressed my concerns in an email with a letter of concern attached to ASAP Credit Repair, asking for someone to contact me as my account manager had been unresponsive for an extended period. The manager replied, promising that my concerns would be addressed and that such a lack of communication would not happen again. 

Following this, I requested a copy of the letters that had been sent to the credit bureaus. I felt this was important for my records and to ensure that the services I am paying for are being carried out properly. However, the owner refused to provide me with copies of these letters, despite my insistence that I am entitled to this information. 

I am extremely concerned about the lack of communication and transparency from ASAP Credit Repair, as well as their refusal to provide me with essential documentation. I kindly request the assistance of the CFPB in addressing this matter and helping to ensure that my rights as a consumer are respected. 

Thank you for your attention to this issue. I look forward to your prompt response."
9617934,Debt or credit management,"I was looking for a debt settlement service called Briteside Solutions. I talked to a representative and she explained me about the services and I agreed to a further call with a personal advisor and agreed to the fee. 

The fee was supposed to be paid on XXXX of XX/XX/year> and I postponed it to XXXX of XX/XX/year> after a scheduled call with the personal advisor on XX/XX/XXXX. But the advisor missed the appoitment on XXXX and rescheduled it to XXXX. 

My money of XXXX $ got debited on XXXX and I immediately called and asked for a refund as I didn't receive any service yet. 

I also researched a lot about this service online and many people faced this scam. 

Please try to get back my money."
11612878,Debt or credit management,And account was open up in my name of the of the Year 2006 stating on the debit card I now have customer since 2006 I wasn't old enough to open an account this has been obviously been a problem for me for a long time because of hello my credit score is and how hard and difficult it is to receive or get a loan from companies that usually wouldn't deny me I've contacted the bank and they said they know nothing about it but yet they still send me cars and and letters stating how much benefits I could have but if I just played with an account I still have not received any compensation from this company of which I should have been a part of and I believe I am a part of so I'm asking you to please resolve this issue because it seems like their focus is on everybody else but mine singling me out I appreciate your time and consideration thank you for your hard work
11585678,Debt or credit management,"Debt collector of XXXX XXXX XXXX  mobility, which was a third-party try to collect a debt that I had no knowledge of I have been a victim of identity theft"
11317758,Debt or credit management,"Proof of How My Credit was Illegally Purchased and that Identity Theft Occurred On XX/XX/XXXX, a company named XXXX XXXX XXXX provided XXXX XXXX obtained my credit report for {$5.00} ( requested by XXXX XXXX ) and a law agreement by XXXX XXXX was signed. 
On XX/XX/XXXX Fresh Start Credit Services welcomed me and opened a XXXX debt portal for me.XX/XX/XXXX Fresh Start Credit Serviced placed me on the DoNOTCall.gov list.

XX/XX/XXXX I mailed back a packet containing two forms of ID, and signed attached document, ( possibly power of attorney ) certified mail see attached XX/XX/XXXX Fresh Start Notified me they changed their name to XXXX XXXX."
10811955,Debt or credit management,I do not believe the credit thats reported on my Credit report is valid.
10001790,Debt or credit management,"On XX/XX/2024, Freedom Debt Relief made its first withdrawal 0f {$150.00} from my checking account. On that day, or a day later, I called FDR customer service to ask the amount that must be accrued toward this program to trigger start of negotiations with my debtors. I was ignored!"
8378760,Debt or credit management,I signed up with Freedom Debt Relief and have been paying them {$400.00} a month. They have not done anything to settle any of my debts and won't respond to my emails or answer the phone now. Their dashboard doesn't seem to be working online. I started this in XX/XX/year>.
11775830,Debt or credit management,They keep dropping my score. and it's hurting me to get a vehicle since I have fixed my score I'm still not able to get a car loan. This is out of control. I have friends that have worse credit scores then me and are able to get auto loans and I can't even get one I have even open a business and still can not even get a auto loan and I'm in the high XXXX.
8247250,Debt or credit management,"To Whom It May Concern : I recently received a copy of my credit report. The credit report showed unfair credits acts by companies that I do not recall authorizing. I understand that they shouldn't be allowed to put an inquiry on my file unless I have authorized it. Please have this inquiry removed from my credit file because it is making it very difficult for me to acquire credit 16 CFR 313 433. 2, 16 CFR 313 433.3, 16 CFR 433.1. Par the FCRCA as a federal protect consumer I am now opt-out of any and all authorization I the consumer may have given you written unwritten verbal and nonverbal and it is infective immediately and indefinitely stop reporting the utilization but keep it usage on the report par 15 U.S.C. 6802, 15 U.S.C. 6803, 15 U.S.C. 6804, 15 U.S.C. 6805 I've listed the third party companies names They are a third party companies, It is the policy of the Congress that each financial institution has an affirmative and continuing obligation to respect the privacy of its customers and to protect the security and confidentiality of those customers nonpublic personal information. I want to be compensated for the violations {$1000.00} per violation and Pain And Suffering, Humiliation."
8468979,Debt or credit management,On many occasions Experian App tool for credit fixes and monitoring has sent me pre approvals for credit cards and when I apply I am not approved. But unfortunately my credit soft pulls add up and eventually my score is diminished. They personally know I am not approved and they continue to trick me into thinking my credit is good.when it's not. I have tried to resolve this issue by unsubscribing from the emails. I had also subscribed to the sites premium service for several months with hope to repair my credit with no resolve.
9669501,Debt or credit management,"so for over a year and a half i got introduced to freedom debt relief, as i had gotten loans with high intrests rates, some women ran my it profile and she said that this was what i had she ran my social security with some credit agencies she came back and said ok this is what we can do they set me up with a plan for XXXX a month, i said thats fine. i think i can do that everything was going good until i lost my job i was barely scraping by. i couldnt make two or three payments as i had to choose between health insurance and making my payments i chose my health insurance .\par so after a few months they suspended my account and i also got a letter that i was being sued by one of the people who lent me the loans, so i called up XXXX  and i said hey i got this letter i remember you said you would take care of this, i told them i lost my job at the time and i couldnt make payments, they said ok this and that just send us what you can and send us the legal notice you got from your loan officer i said ok and i thought they were going to take care of it. so i call them up on following their statement that they would get back to me the time already elapsed on their time frame. they said they would of gotten back to me they never did, i finally got a hold of someone after their time frame and they basically said they need all their money that i couldnt get to them when i coudlnt pay as the loss of my job, mean while i barely started a new job and i was barely coming back to working again while dealing with car issues etc etc. i put all my trust into them and they didnt do anything for me so i have to call them up and ask for a refund. me being angry was an understatment, i just barely started up this new job and they basically took my money without question for a year. and then they decide to suspend my account because life happened? \par so i ask them for a refund as being they took out XXXX dollars somewhere about i cant exactly check because my account is suspended, but its not too far away from XXXX. so then they tell me they cant give me the money back and i say why? what did you do for the whole year and half, what have you done for me? they say that they paid off this XXXX XXXX  card from XXXX, its paid off in full, that was the easiest thing they could of done, it was only XXXX worth of debt more less, then they reduced it by half and saved my XXXX dollars and they paid themselves XXXX dollars in fees, i angrily resented what they did but i was like ok, what else did you do they were on the process of paying off my other XXXX XXXX card worth XXXX worth of credit. im like okay how much did you pay? because their policy is once they negotiate then they take their fees right away non refundablle and once they made the payment, but they say they paid XXXX dollars! and they took their hefty fees of XXXX dollars in fees right away non refunded. so for a whole year they didnt do nothing basically. not to mention all the stress on my new job from having to show up in court from which i did and they didnt even bother to send me legal representation, even tho i did talk to a lawyer but he basically said, well you got to pay. im like i cant trust this guy either. he probably talked to them and they told him to say we need payment from him. \par another note, their policy stating that they need to send payment and negoatiate a debt and send payment to the creditors those two credit cards were the only thing actively being paid on, and if we were to take into account all the fees and money paid it would only equate to a little less than XXXX. what about the other XXXX? so XXXX on the phone with the manager, i talk to her and she explains this policy and i said those are the only two payments that you made and you guys took your fees correct, she states yes, im like okay just give me back money then thats owed, she starts talking about this bank that has this ledger that it would make sense as to why i cant get this money, think of like a XXXX wallet, i have never heard of this bank at all, i call the bank up it sounds like a legit XXXX call center i was like this has got to be some sort of sick weird prank or joke, i would not trust the ledger from this bank, as i have never heard of the bank, and how do i know that they would not mess up the numbers? it seems pretty straight forward, i dont understand how they can say well this ledger would explain this information i call back a week or two later, another guy tells me a whole different story now its they started paying on this loan that i have and how do i know they didnt mess around with the dates and screwed around with the deposits amounts, the guy tells me nothing about the ledger this time and he says well we did send money to a loan company and the dates are on there so i look at the dates and they took their hefty exorbotent fees from me. so the guy doesnt even touch on what the other manager told me. needless to say im so mad because they dont even provide me with their law office, they change their story with my money and where did it go, and not to mention over a year and half they only pay off one credit card in full? after taking out close to XXXX worth of fees? and leaving me to take a day off work to represent myself in court, stressing out like crazy because i dont know what to expect? this company has been sued for in the past for the same exact thing for predatory practices like they are doing with my account in excess of XXXX XXXX. 
}"
11491215,Debt or credit management,Deposits : {$4600.00} Payments to Creditors : {$1700.00} Settlement Fee : {$1500.00} Global  Holdings Fee : {$180.00} XXXX  Fee : {$1100.00} Bal : {$0.00} Global Holdings LLC also goes by XXXX did not pay my creditors as XXXX still shows them listed on my credit report. They never mentioned a XXXX Fee membership fee of {$210.00} on any documents or recorded phone agreements. They also withdrew money from my bank without my knowledge when we had made a written agreement that they can only withdraw {$100.00} because I lost my job but they overdrafted my account and withdrew over {$600.00} until I cancelled them and blocked them from ACH withdrawals. I deposited {$4600.00} and they did not use my money to pay off any settlements. They took advantage of me because I didn't know how to settle my own debts. Before going thru them I was paying everything on time but they missed all the payments and defaulted on all my creditors which I didn't know was their tactic so now my credit score is very low.
11130903,Debt or credit management,Lexington Law said They can remove old collection and they did nothing they taking my out my account and nothing was removed off my credit
11763659,Debt or credit management,"I have roughly {$40000.00} in debt with credit cards and loans due to being un-employed for the past 9 months. Freedom Debt Relief advsed me to stop paying my creditors and that I was approved for {$60000.00} to wipe out my debt. It turns they don't wipe out the debt. The negotiate on your behalf, in which most of my key creditors XXXX XXXX, XXXX XXXX do not negotiate. I have had legal filings and the my debt amoount remained the same even with the payments that have been made to Freedom Debt Relief."
8762636,Debt or credit management,"Following a routine annual XXXX  check, I was scheduled for XXXX  apt for the second year in a row at the same XXXX XXXX XXXX XXXX facility. ( In XXXX I did the XXXX  as part of this XXXX  visit and was charged extra {$550.00} which I paid since that wasnt covered by my insurance. ) Then on XX/XX/XXXX I still had the same insurance and went to another XXXX  apt . Since I declined to have the XXXX  accompanying the XXXX  ( which is what typically is done ) she had to get special approval from her supervisor and doctor on duty. They both came to the front desk to face me and clarify that I only want the XXXX  to be done. At that point I was informed of the billing responsibility for this service ( ie the XXXX XXXX code XXXX cost of {$150.00} ). 

Timeline of events : XX/XX/XXXX Date of XXXX XXXX code XXXX. Thereafter, claim submitted to my XXXX insurance and they processed and paid XXXX for service code XXXX XX/XX/XXXX I paid the remaining balance for service code XXXX which was {$36.00} confirmation # XXXX XX/XX/XXXX I started calling XXXX XXXX after billing statements from XXXX XXXX on a different letterhead were mailed to me asking for another payment of {$540.00}. XXXX XXXX phone systems disconnect me a few times after long waits. Then I called again but was transferred to 3rd party answering service without any success of reaching the facility where I had my XXXX apt . Ultimately, I was allowed to leave a VM. 
XX/XX/XXXX XX/XX/XXXX First email from facility manager received asking me to provide docs which I did. After many follow-ups, she couldnt explain what services were provided for this second {$540.00} invoice so she passed me onto XXXX XXXX billing department. Where over the past 4 months Ive communicated over phone with 2 XXXX XXXX billing representatives, had a conference call with my insurance company and one of those representatives. Plus, I emailed XXXX XXXX  billing manager who never have responded. 
All in all, I was not made aware that I have to pay for a facility charge in addition to the professional service charge. The use of a single service code for XXXX different changes from XXXX different entities is deceiving. Especially, when this provider deals with XXXX screening and patients. 

Emails and evidence of the above listed documents are available per request. XXXX XXXX has hired Progressive Management Systems to collect the {$540.00} from me, XXXX. XXXX XXXX account # XXXX which states the amount owe is : {$540.00}"
